comment,sentiment
مشكلتنا كل واحد فينا مفكر حالو هو افهم واحد بحقلو يحكي اي شي وينتقد ويوكل هوا عمين ما بدو,G
من لم يطال العنب يقول عنه حامضا,N
لا تزعلو,N
ناس اغلبها صار تطلع بالمسكليت بسبب أزمة مواصلات,N
شعب بدو اعادة تأهيل شكرا بعبع وكل الاحترام والحب للناس يلي عم يعملو شي يسعدهن ويطلعهن من كئابة الحياة عنا,P
البسكليت مو رفاهية هي حاجة اساسية بس نحنا عنا صار اقل الحاجات الرئيسية رفاهية,N
شعب بدمه التنمر,G
انتو ك مغاربة رايح عليكن اكشن كتير,N
شعب بحب اللت والعجن,G
كل الاحترام والحب لكل المبادرات ياختلاف أهدافها ومواضيعها وطبعا كل مبادرة إلها هدف وبتستهدف شريحة معينة نحنا بحاجة بس لأن كل واحد يطلع برا صندوقه ويتقبل الاختلاف شو ماكان,P
ليش ما تصير البيسيكليت ضرورة ملحة للتخفيف من صعوبة المواصلاتويصير طريق صغير خاص للدراجات الهوائيةإسوة بالغرب,N
عنجد خلص يتركو العالم بحالا بقى يعني مافينا نتنفس ويلي عم يلاقي نتفة نفس العالم ما بتتركو بحالو  شو بدن فيون هنن عم يرفهو حالن ومبسوطين شو زاعجينن,G
التنظير التنظير التنظير وياريت من أشخاص أهل للنقد,G
مفي ايا غلط بمشوار البسكليت,N
أزمة المواصلات يلي عم نمر فيها حاليا في عالم بتعتبر البسكليت رفاهية,N
فظيع شو منحب اللت والعحن,G
الاشخاص يلي سواقة بسكليت عم تعلق عليها هدول مستحيل ينبسطوا باي شي بحياتن,N
صار وقت التنفيذ,N
كل جولة في اشخاص محدودين التفكير بيعلقوا بهي الطريقة ومتحسن الوضع اذا التعليقات كانت بس هيك,N
في عالمين بسوريا,N
امنلي بسكليت ملك,N
والله تعرضت بس اخر همي فشرو ازعل بسببن,G
لازمنا والله هيك كتابكتير في عالم عم تتعرض لتنمر وهلأ بدال مايوعوا العالم صايرين عم يتنمروا أكتر ع مبدأ هنن صح و حكيهن ظريف,G
اي اكيد كلنا تعرضنا بشي مرحلة بظن,N
لما كان عمري اربع سنين كان في بنت تتنمر عليي ولهلأ كل مابشوفا بخاف منها وبرجع بتذكر شو كانت تعمل معي,G
المشكله حتى كلمةالتنمر صايرة موضة هالايام,N
تعرضت كتير للتنمر بس ما اهتم لو اهتميت ما كنت وصلت لطموحي ونجاحي هلق,N
انا بتنمر ع رفقاتي وبيفرحو كتير وبنغنغش قلبن برضو وانا بس يتنمرو علي اوقات بحس بأعراض تشنج الفك والمعدة من كثر لضحك,G
تفكيك التنمر و علاجه بالقوة غير هيك ماحدا بيفهم بالحكي,N
تعرضت كتير لتنمر بايام المدرسة لانو عغير العادة ما لازم يكون في حدا بصفنا ما بدخن وما بكفر وما ييضرب وما بسب ع الانسة او ما بيضربا,G
عندي منخار بيطلع عليه منتجع سياحي وأوتيل واللذي منو حوليك متعهد,G
نحن شعب بطعموه التنمر على شكل بسكوت محشي,G
طبعا تعرضت للتنمر,N
عالجوا المجتمع يلي بيستحق كل فرد فيه أنو نتنمر عليه للصبح,G
كيف بدنا نحارب التنمر ونص صفحات الفيس وتلت رباع اليوتيوبرية قائمين عاساس التنمر,N
انا الوحيده بظن اللي بحب التنمرات اللي بتتوجهلي,N
اللي كان يتنمر عليي كنت رجعو عم يبكي,N
اي مرة وحدة بحياتي لما كنت صغيرة كنت كتيير قصيرة وحطوني بفريق كرة سلة للبنات وكانو كلن طوال قام الكل صار يقول انو قصيرة وجاية واسطة وما حتعرف تلعب بس بعدين انصدمو بس لعبنا اعتذرو وصرنا رفقة,N
رفقاتي بقلولي اني متنمر,G
تنمر مين لك عمينحن اذا ماتمسخرنا على بعض كل يوم مافينا نرجع عالبيت,N
طولنا عمرنا منأفل ومنتمسخر من وين طلعتولنا فيها هي تنمر وتخري,G
كل يوم عم اتعرض للموضوع بتمنى نلاقي حل,N
تعرضت كتير للتنمر بس بستاهل لاني بكون متنمر عليهون,G
اي على حواجبي لأنهون عراض بضلوا يقولولي رفيق الحريري,N
تعي سمعي    احكي ولا ضل ساكتة,N
انا دائما بيقلولي رفقاتي اني متنمر بس انا مو هيك اللعما ما ابهمن كل واحد راسو مربع وماشي,G
اي اذا بتفكفكو الشعب واحد واحد ما بيتفكك التنمر عنا,G
هيدول ياباشااا بيتنمروو وظلم,G
بلاها قعدة المكرو انا وياك لا للتنمر,N
اي كتير تعرضت ومن هذا الشخص تعبلي نفسيتي مشان اللله عملولو اي شي,N
تثقفو شوي يابتوع المدارس,N
التنمر حلو بس انتو ما بتعرفو تتنمرو,G
عندي رفيئي على طول بتنمر عليه هيك بحب  وبفرح لما بتنمر عليه,N
البعبع اخطر متنمرة مهددة للسلم النفسي,N
بنقعدبالست كل واحد ع طاولة وبنقراه متل المثقفين وطبعا اكيد فيروز عم تغني واجريها بالمي,N
كتييير تمت عملية التنمر وخصوصا وقت منكون قاعدين قعدة شباب,N
ما بيتفكك اخي مرصوص عبعضو و  ع عقول العالم لا تتعزبو كل هالعذاب عالفاضي,G
روحي اشتريه عالسريع,N
لح يبلشوا يكافحوك,N
هي الظاهرة الكنت عم حكيكي عنها ذكريني ما عد اتنمر عليكي,N
بدي اشتكي ع اخي لان بيتنمر عليي,G
هاد العرصة صاير من جديد عم يتنمر,G
بخصك الموضوع بضلوا يتنمروا عليكي,G
الرايح بتنمر علي والجاية بتنمر علي حتى القط بياكل عشاي الوضع كتير مأساوي,G
اشتقتلكون يا متنمرين,N
اي يتنمرون علي انو انا قصيرة,G
اي عطول بيتنمرو ع كرشي,G
كنت صغير وكربوج وامشي متل البطة وكانو ينادوني بطة,N
شرف احكي يا متنمر وتعا سندو بن خلخولتو,G
بناء على تجربتي و تجربة محيطي,N
كل يوم بتعرض للتنمر يباش,G
لا بس شاركت,N
حمليه بينفعك,N
ماحدا غيرك بيتنمر علي,N
نعم منذ عدة سنوات,N
وسام محمد حكي يلي بقلبك,N
تعا بحبش الواحد ب وال بالف,N
رجعوني بعد ال منشان حمله,N
كلنا بنتعرض للتنمر,G
اوف يازلمة كنت ملطشة بفترة معينة,G
هلأ قبل ما يخترعوا مصطلح التنمر لشو كنا نتعرص,G
عطول بيتنمرو علي الله يسامحن,G
انا بالتنمر معنديش يما ارحميني,G
خير الله وخصوصي من هاد يلي راسو مربع,N
حدا دايقك,N
هل تعرضت للتنمر,N
هيهيهيهيهي اذا بدي احكي قديش تعرضت للتنمر ع طولي بدي كتابين اطول مني,G
انا لا,N
انا عايشة مع أوبة متنمرين,G
تفكيك التنمر,N
في الشب ممكن كتير يساعدكم عباس العبسي,N
ما بتنمر ع حد,N
إي غدير خطيب نور بضل يتنمر عليي,G
محاولة لتفكيك المتنمرين مفي,N
اي  لهلا رفقاتي بيتنمرو عليي,N
نحنا مناكل بسكويت بالتنمر يباشا,G
اووووه من لما كان عمري سنين كان يتنمرو اني سمرا ونحيفة لحد ما كبرت وقهرتن,N
الرحمة لروحك,G
كان رفيق حقيقي لشباب جرحى الجيش كان يتعامل معهن بمصداقيه بتجنن كان قلبو كبير مع الكل الله يرحمه,G
الله يرحموخسارة شبابو والله يصبر اهلو ومحبينو,G
الله يرحمك يايزن رح يضل بقلوبنا كلنا,G
عنجد ما بيبقى للإنسان إلا عملهالله يرحمه يا رب,G
أي حدا متل يزن رح اتضل ذكراه بقلوب كل الأشخاص الي ساعدن,P
طيب الله ثراه رحمة الله عليه,G
البلد ماعم تخسر الا الناس الطبية,G
الله يرحمك يا يزن,G
بيحرق القلب,G
الله يرحمه ويغفر له ويجعل مثواه الجنه,G
الرحمة لروحهالله يصبر أهله ويصبر رفقاته ويجعل مثواه الجنة,G
بالله هالحياة ما أبشعا وكيف بلمحة لمنحبن بروحو,G
الله يرحم روحك ويجعل مثواك الجنة,G
الله يرحم روحو خسارة كبيرة والله يصبر اهلووو,G
اديشه انسان إيجابي بكل معنى الكلمه ما بعرفه بس من كلام الناس و محبتن عرفته الله يرحمه ويسكنه فسيح جناته ويلهم أهله و يلي بحبوه الصبر والسلوان,G
